bp	genome_feature	SNP_count	consistency_index	CountsACGT	Min.No.ChangesonTree	Protein	Function
18363	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18364	ORF1ab	2	0.500000000	0:46716:0:2	  2	ORF1ab	ORF1ab
18365	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18366	ORF1ab	3	0.333333333	46714:0:3:0	  3	ORF1ab	ORF1ab
18367	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18368	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18369	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18370	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18371	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18372	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18373	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18374	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18375	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18376	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18377	ORF1ab	31	0.066666667	0:46684:0:31	 15	ORF1ab	ORF1ab
18378	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18379	ORF1ab	2	0	0	0	ORF1ab	ORF1ab
18380	ORF1ab	4	0.500000000	1:0:46715:3	  4	ORF1ab	ORF1ab
18381	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18382	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18383	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18384	ORF1ab	2	0.500000000	0:2:0:46717	  2	ORF1ab	ORF1ab
18385	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18386	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18387	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18388	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18389	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18390	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18391	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18392	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18393	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18394	ORF1ab	14	0.166666667	0:0:46703:14	  6	ORF1ab	ORF1ab
18395	ORF1ab	28	0.111111111	0:46685:0:28	  9	ORF1ab	ORF1ab
18396	ORF1ab	2	0.500000000	0:2:0:46715	  2	ORF1ab	ORF1ab
18397	ORF1ab	2	0.500000000	0:0:46716:2	  2	ORF1ab	ORF1ab
18398	ORF1ab	55	0	0	0	ORF1ab	ORF1ab
18399	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18400	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18401	ORF1ab	6	0.333333333	0:46713:0:6	  3	ORF1ab	ORF1ab
18402	ORF1ab	2	0	0	0	ORF1ab	ORF1ab
18403	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18404	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18405	ORF1ab	2	0	0	0	ORF1ab	ORF1ab
18406	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18407	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18408	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18409	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18410	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18411	ORF1ab	4	0.250000000	0:4:0:46715	  4	ORF1ab	ORF1ab
18412	ORF1ab	12	0.200000000	0:0:46700:11	  5	ORF1ab	ORF1ab
18413	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18414	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18415	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18416	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18417	ORF1ab	6	0.500000000	0:6:0:46714	  2	ORF1ab	ORF1ab
18418	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18419	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18420	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18421	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18422	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18423	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18424	ORF1ab	5	0	0	0	ORF1ab	ORF1ab
18425	ORF1ab	4	0	0	0	ORF1ab	ORF1ab
18426	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18427	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18428	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18429	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18430	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18431	ORF1ab	2	0.500000000	0:46716:0:2	  2	ORF1ab	ORF1ab
18432	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18433	ORF1ab	3	0.666666667	2:0:46717:1	  3	ORF1ab	ORF1ab
18434	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18435	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18436	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18437	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18438	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18439	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18440	ORF1ab	4	0	0	0	ORF1ab	ORF1ab
18441	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18442	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18443	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18444	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18445	ORF1ab	2	0	0	0	ORF1ab	ORF1ab
18446	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18447	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18448	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18449	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18450	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18451	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18452	ORF1ab	6	0.166666667	0:46710:0:6	  6	ORF1ab	ORF1ab
18453	ORF1ab	16	0	0	0	ORF1ab	ORF1ab
18454	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18455	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18456	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18457	ORF1ab	24	0.083333333	0:46694:0:24	 12	ORF1ab	ORF1ab
18458	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18459	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18460	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18461	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18462	ORF1ab	2	0	0	0	ORF1ab	ORF1ab
18463	ORF1ab	4	0.500000000	0:46716:0:4	  2	ORF1ab	ORF1ab
18464	ORF1ab	11	0.500000000	0:46708:0:11	  2	ORF1ab	ORF1ab
18465	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18466	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18467	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18468	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18469	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18470	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18471	ORF1ab	12	0.142857143	0:12:0:46707	  7	ORF1ab	ORF1ab
18472	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18473	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18474	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18475	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18476	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18477	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18478	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18479	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18480	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18481	ORF1ab	2	0.500000000	0:46718:0:2	  2	ORF1ab	ORF1ab
18482	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18483	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18484	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18485	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18486	ORF1ab	27	0.076923077	0:46683:0:27	 13	ORF1ab	ORF1ab
18487	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18488	ORF1ab	30	0.166666667	0:30:0:46689	  6	ORF1ab	ORF1ab
18489	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18490	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18491	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18492	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18493	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18494	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18495	ORF1ab	10	0.500000000	0:10:0:46708	  2	ORF1ab	ORF1ab
18496	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18497	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18498	ORF1ab	7	0.250000000	0:0:46711:7	  4	ORF1ab	ORF1ab
18499	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18500	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18501	ORF1ab	6	0.166666667	0:46713:0:6	  6	ORF1ab	ORF1ab
18502	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18503	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18504	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18505	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18506	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18507	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18508	ORF1ab	33	0.076923077	0:46684:0:33	 13	ORF1ab	ORF1ab
18509	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18510	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18511	ORF1ab	6	0.166666667	0:46713:0:6	  6	ORF1ab	ORF1ab
18512	ORF1ab	5	0.666666667	2:46714:0:3	  3	ORF1ab	ORF1ab
18513	ORF1ab	7	0	0	0	ORF1ab	ORF1ab
18514	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18515	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18516	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18517	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18518	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18519	ORF1ab	2	0	0	0	ORF1ab	ORF1ab
18520	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18521	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18522	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18523	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18524	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18525	ORF1ab	6	0.166666667	0:0:46712:6	  6	ORF1ab	ORF1ab
18526	ORF1ab	23	0.111111111	0:46695:0:23	  9	ORF1ab	ORF1ab
18527	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18528	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18529	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18530	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18531	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18532	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18533	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18534	ORF1ab	4	0.333333333	0:0:46714:4	  3	ORF1ab	ORF1ab
18535	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18536	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18537	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18538	ORF1ab	3	0.333333333	0:0:46717:3	  3	ORF1ab	ORF1ab
18539	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18540	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18541	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18542	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18543	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18544	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18545	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18546	ORF1ab	2	0.500000000	0:0:46718:2	  2	ORF1ab	ORF1ab
18547	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18548	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18549	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18550	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18551	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18552	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18553	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18554	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18555	ORF1ab	123	0.050000000	0:46594:0:123	 20	ORF1ab	ORF1ab
18556	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18557	ORF1ab	3	0.500000000	0:46716:0:3	  2	ORF1ab	ORF1ab
18558	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18559	ORF1ab	2	0.500000000	0:46717:0:2	  2	ORF1ab	ORF1ab
18560	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18561	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18562	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18563	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18564	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18565	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18566	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18567	ORF1ab	2	0.500000000	0:2:0:46718	  2	ORF1ab	ORF1ab
18568	ORF1ab	76	0.058823529	0:46641:0:76	 17	ORF1ab	ORF1ab
18569	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18570	ORF1ab	33	0.076923077	0:46685:0:33	 13	ORF1ab	ORF1ab
18571	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18572	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18573	ORF1ab	2	0	0	0	ORF1ab	ORF1ab
18574	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18575	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18576	ORF1ab	2	0.500000000	0:46717:0:2	  2	ORF1ab	ORF1ab
18577	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18578	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18579	ORF1ab	6	0	0	0	ORF1ab	ORF1ab
18580	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18581	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18582	ORF1ab	5	0.250000000	0:46715:0:5	  4	ORF1ab	ORF1ab
18583	ORF1ab	47	0.333333333	0:0:46672:45	  3	ORF1ab	ORF1ab
18584	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18585	ORF1ab	2	0.500000000	46718:0:2:0	  2	ORF1ab	ORF1ab
18586	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18587	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18588	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18589	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18590	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18591	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18592	ORF1ab	2	0	0	0	ORF1ab	ORF1ab
18593	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18594	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18595	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18596	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18597	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18598	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18599	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18600	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18601	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18602	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18603	ORF1ab	7	0.200000000	0:7:0:46713	  5	ORF1ab	ORF1ab
18604	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18605	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18606	ORF1ab	3	0	0	0	ORF1ab	ORF1ab
18607	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18608	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18609	ORF1ab	5	0	0	0	ORF1ab	ORF1ab
18610	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18611	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18612	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18613	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18614	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18615	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18616	ORF1ab	13	0.500000000	46707:0:13:0	  2	ORF1ab	ORF1ab
18617	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18618	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18619	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18620	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18621	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18622	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18623	ORF1ab	5	0.500000000	0:5:0:46716	  2	ORF1ab	ORF1ab
18624	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18625	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18626	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18627	ORF1ab	2	0	0	0	ORF1ab	ORF1ab
18628	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18629	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18630	ORF1ab	4	0.500000000	0:4:0:46717	  2	ORF1ab	ORF1ab
18631	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18632	ORF1ab	2	0.500000000	0:0:2:46719	  2	ORF1ab	ORF1ab
18633	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18634	ORF1ab	3	0.666666667	1:0:46718:2	  3	ORF1ab	ORF1ab
18635	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18636	ORF1ab	5	0.400000000	1:0:46716:4	  5	ORF1ab	ORF1ab
18637	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18638	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18639	ORF1ab	5	0	0	0	ORF1ab	ORF1ab
18640	ORF1ab	4	0.666666667	46717:0:3:1	  3	ORF1ab	ORF1ab
18641	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18642	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18643	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18644	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18645	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18646	ORF1ab	8	0.166666667	0:46713:0:8	  6	ORF1ab	ORF1ab
18647	ORF1ab	26	0.066666667	0:46693:0:26	 15	ORF1ab	ORF1ab
18648	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18649	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18650	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18651	ORF1ab	21	0.125000000	0:0:46683:16	  8	ORF1ab	ORF1ab
18652	ORF1ab	19	0.166666667	0:46686:0:19	  6	ORF1ab	ORF1ab
18653	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18654	ORF1ab	5	0.500000000	0:46700:0:5	  2	ORF1ab	ORF1ab
18655	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18656	ORF1ab	10	0.333333333	0:46696:0:10	  3	ORF1ab	ORF1ab
18657	ORF1ab	15	0.090909091	0:46686:0:14	 11	ORF1ab	ORF1ab
18658	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18659	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18660	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18661	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18662	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18663	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18664	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18665	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18666	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18667	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18668	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18669	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18670	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18671	ORF1ab	4	0.666666667	46701:1:3:0	  3	ORF1ab	ORF1ab
18672	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18673	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18674	ORF1ab	6	0	0	0	ORF1ab	ORF1ab
18675	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18676	ORF1ab	3	0	0	0	ORF1ab	ORF1ab
18677	ORF1ab	4	0.333333333	0:0:46701:4	  3	ORF1ab	ORF1ab
18678	ORF1ab	2	0	0	0	ORF1ab	ORF1ab
18679	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18680	ORF1ab	6	0.333333333	0:46698:0:6	  3	ORF1ab	ORF1ab
18681	ORF1ab	3	0.333333333	0:46703:0:3	  3	ORF1ab	ORF1ab
18682	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18683	ORF1ab	3	0.500000000	0:46704:0:3	  2	ORF1ab	ORF1ab
18684	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18685	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18686	ORF1ab	5	0.500000000	0:0:46702:5	  2	ORF1ab	ORF1ab
18687	ORF1ab	7	0.250000000	0:46700:0:7	  4	ORF1ab	ORF1ab
18688	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18689	ORF1ab	5	0	0	0	ORF1ab	ORF1ab
18690	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18691	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18692	ORF1ab	2	0	0	0	ORF1ab	ORF1ab
18693	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18694	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18695	ORF1ab	2	0	0	0	ORF1ab	ORF1ab
18696	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18697	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18698	ORF1ab	5	0.250000000	0:46707:0:5	  4	ORF1ab	ORF1ab
18699	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18700	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18701	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18702	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18703	ORF1ab	5	0.666666667	3:0:46709:2	  3	ORF1ab	ORF1ab
18704	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18705	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18706	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18707	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18708	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18709	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18710	ORF1ab	2	0.500000000	46712:0:2:0	  2	ORF1ab	ORF1ab
18711	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18712	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18713	ORF1ab	43	0.200000000	0:46671:0:43	  5	ORF1ab	ORF1ab
18714	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18715	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18716	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18717	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18718	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18719	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18720	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18721	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18722	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18723	ORF1ab	16	0.500000000	0:16:0:46697	  2	ORF1ab	ORF1ab
18724	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18725	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18726	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18727	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18728	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18729	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18730	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18731	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18732	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18733	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18734	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18735	ORF1ab	2	0	0	0	ORF1ab	ORF1ab
18736	ORF1ab	296	0.333333333	0:296:0:46416	  3	ORF1ab	ORF1ab
18737	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18738	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18739	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18740	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18741	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18742	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18743	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18744	ORF1ab	80	0.058823529	0:46634:0:80	 17	ORF1ab	ORF1ab
18745	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18746	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18747	ORF1ab	74	0.125000000	0:46640:0:74	  8	ORF1ab	ORF1ab
18748	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18749	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18750	ORF1ab	2	0.500000000	0:2:0:46719	  2	ORF1ab	ORF1ab
18751	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18752	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18753	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18754	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18755	ORF1ab	6	0.250000000	0:46714:0:6	  4	ORF1ab	ORF1ab
18756	ORF1ab	39	0.090909091	0:0:46676:36	 11	ORF1ab	ORF1ab
18757	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18758	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18759	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18760	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18761	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18762	ORF1ab	1	0	0	0	ORF1ab	ORF1ab
18763	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18764	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18765	ORF1ab	3	0.666666667	1:2:0:46717	  3	ORF1ab	ORF1ab
18766	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18767	ORF1ab	0	0	0	0	ORF1ab	ORF1ab
18768	ORF1ab	6	0.333333333	0:6:0:46714	  3	ORF1ab	ORF1ab
